1	1435.12
2	302.062
3	216.854
4	182.016
5	242.713
6	217.719
7	198.929
8	187.32
9	221.66
10	202.45
11	177.852
12	276.88
13	209.212
14	176.71
15	181.65
16	177.418
17	199.438
18	183.896
19	180.72
20	195.922
21	193.003
22	189.54
23	186.174
24	188.56
25	196.225
26	194.3
27	192.31
28	184.312
29	209.877
30	196.579
31	193.603
32	196.113
33	195.729
34	200.401
35	190.904
36	193.972
37	200.16
38	199.688
39	194.671
40	196.025
41	194.017
42	196.621
43	117.597
44	119.547
45	115.951
46	112.143
47	113.769
48	115.099
49	122.191
50	121.328
51	118.804
52	120.784
53	120.162
54	120.971
55	117.822
56	118.47
57	136.304
58	120.392
59	118.744
60	125.771
61	124.403
62	117.143
63	123.499
64	124.073
65	123.557
66	122.143
67	122.606
68	121.747
69	149.083
70	124.596
71	121.977
72	121.819
73	124.163
74	120.916
75	124.046
76	125.683
77	131.507
78	123.888
79	134.036
80	123.88
81	129.935
82	127.941
83	122.734
84	124.794
85	138.473
86	130.249
87	125.823
88	127.323
89	146.86
90	125.348
91	127.987
92	126.685
93	126.191
94	125.347
95	126.844
96	132.455
97	131.048
98	122.404
99	123.707
100	127.774
101	127.668
102	124.587
103	125.352
104	137.137
105	125.523
106	125.995
107	122.683
108	125.014
109	128.997
110	129.707
111	148.702
112	128.988
113	126.421
114	127.721
115	124.715
116	126.738
117	126.491
118	131.227
119	123.127
120	123.08
121	140.82
122	138.965
123	132.092
124	123.686
125	138.296
126	125.375
127	123.17
128	125.585
129	127.176
130	133.775
131	136.158
132	127.323
133	129.689
134	133.039
135	135.017
136	129.598
137	140.188
138	128.024
139	136.508
140	132.388
141	143.911
142	167.617
143	139.712
144	136.539
145	143.791
146	145.736
147	146.744
148	157.528
149	139.442
150	142.822
151	165.511
152	167
153	182.706
154	221.771
155	324.417
156	334.929
157	346.888
158	353.796
159	357.466
160	353.662
161	349.438
162	356.503
163	360.966
164	351.974
165	354.025
166	354.505
167	352.454
168	356.319
169	359.463
170	360.831
171	399.316
172	392.351
173	394.855
174	386.371
175	390.776
176	388.226
177	388.073
178	358.533
179	357.672
180	356.295
181	357.659
182	354.044
183	360.835
184	354.661
185	354.655
186	357.61
187	354.847
188	341.003
189	339.229
190	345.658
191	340.054
192	339.337
193	338.623
194	341.639
195	339.463
196	341.816
197	344.306
198	338.005
199	340.192
200	340.258
201	340.786
202	341.522
203	343.991
204	337.669
205	339.121
206	338.47
207	339.753
208	337.849
209	339.783
210	340.2
211	338.291
212	341.201
213	337.742
214	341.605
215	339.666
216	338.653
217	340.589
218	339.627
219	340.814
220	342.315
221	340.272
222	341.23
223	339.908
224	340.414
225	339.936
226	339.827
227	344.516
228	340.458
229	342.069
230	340.731
231	342.388
232	341.511
233	341.85
234	343.27
235	342.663
236	340.841
237	341.931
238	342.741
239	340.944
240	342.401
241	342.482
242	342.023
243	345.776
244	343.488
245	342.443
246	342.993
247	345.275
248	343.155
249	345.44
250	343.818
251	344.857
252	341.617
253	345.219
254	344.703
255	345.761
256	343.218
257	344.083
258	344.677
259	343.581
260	344.987
261	344.027
262	346.511
263	345.101
264	343.449
265	344.013
266	349.321
267	345.25
268	345.803
269	343.861
270	345.548
271	346.288
272	347.474
273	347.473
274	345.105
275	345.659
276	344.647
277	345.164
278	345.768
279	345.068
280	347.016
281	347.077
282	346.025
283	347.495
284	346.8
285	345.95
286	346.695
287	346.023
288	345.572
289	347.462
290	346.458
291	345.451
292	346.805
293	348.302
294	346.851
295	346.594
296	346.616
297	346.259
298	347.604
299	346.875
300	346.986
301	348.127
302	346.753
303	347.037
304	348.409
305	348.623
306	347.748
307	348.072
308	346.398
309	347.409
310	349.383
311	348.363
312	346.605
313	348.795
314	347.765
315	347.007
316	347.671
317	349.25
318	349.094
319	348.967
320	348.032
321	349.719
322	349.459
323	350.126
324	348.939
325	348.944
326	348.606
327	348.539
328	348.738
329	348.791
330	351.048
331	349.916
332	349.708
333	349.204
334	348.368
335	349.098
336	349.299
337	349.725
338	349.044
339	349.297
340	349.318
341	349.514
342	349.549
343	349.57
344	348.13
345	349.87
346	348.882
347	349.921
348	349.945
349	348.137
350	350.837
351	349.72
352	349.031
353	350.003
354	350.413
355	351.533
356	349.577
357	350.711
358	350.651
359	351.263
360	350.615
361	350.633
362	351.216
363	351.127
364	349.493
365	351.457
366	351.481
367	351.945
368	350.921
369	352.17
370	349.203
371	348.989
372	351.968
373	352.094
374	351.479
375	351.514
376	350.824
377	350.273
378	350.521
379	352.222
380	348.901
381	352.131
382	350.44
383	350.877
384	349.919
385	352.852
386	350.747
387	352.108
388	351.164
389	352.549
390	351.479
391	350.621
392	352.133
393	351.822
394	352.884
395	352.187
396	350.377
397	351.693
398	351.727
399	351.428
400	352.608
401	352.475
402	351.856
403	352.206
404	355.739
