64, 8241
128, 2337.5
192, 1449.67
256, 1150.75
320, 881.6
384, 727
448, 639.429
512, 595
576, 495.556
640, 469.8
704, 428.455
768, 402.333
832, 373.846
896, 356.5
960, 336.8
1024, 333.062
1088, 294.706
1152, 291.889
1216, 282.421
1280, 270.6
1344, 258.762
1408, 247.182
1472, 244.522
1536, 245.958
1600, 222.12
1664, 222.385
1728, 218.926
1792, 210.286
1856, 206.69
1920, 201.5
1984, 194.71
2048, 203.938
2112, 188.515
2176, 190.294
2240, 187.143
2304, 183.333
2368, 187.892
2432, 179.316
2496, 172.564
2560, 180.475
2624, 163.61
2688, 164.786
2752, 165.488
2816, 164.5
2880, 161.6
2944, 153.913
3008, 152.787
3072, 158.312
3136, 148.306
3200, 146.76
3264, 146.039
3328, 151.327
3392, 147.283
3456, 141.593
3520, 144.527
3584, 146.768
3648, 135.281
3712, 136.983
3776, 134.593
3840, 139.933
3904, 138.492
3968, 133.21
4032, 132.349
4096, 141
4160, 204.585
4224, 197.667
4288, 196.478
4352, 193.912
4416, 193.696
4480, 195.5
4544, 193.338
4608, 216.264
4672, 185.397
4736, 187.243
4800, 183.92
4864, 182.026
4928, 177.104
4992, 177.103
5056, 180.722
5120, 180.325
5184, 177.407
5248, 171.927
5312, 167.494
5376, 169.94
5440, 169.882
5504, 165.081
5568, 162.483
5632, 161.5
5696, 162.787
5760, 164.989
5824, 159.264
5888, 160.163
5952, 162.118
6016, 157
6080, 155.484
6144, 151.656
6208, 158.732
6272, 155.02
6336, 158.061
6400, 152.85
6464, 152.198
6528, 155.637
6592, 149.068
6656, 145.808
6720, 148.076
6784, 146.84
6848, 151.019
6912, 143.278
6976, 145.22
7040, 142.182
7104, 145.784
7168, 145.92
7232, 145.283
7296, 145.14
7360, 143.73
7424, 144.034
7488, 137.06
7552, 141.636
7616, 142.345
7680, 141.775
7744, 144.446
7808, 142.803
7872, 133.935
7936, 139.379
8000, 140.552
8064, 140.651
8128, 132.228
8192, 132.414
8256, 163.388
8320, 162.654
8384, 166.389
8448, 169.955
8512, 217.045
8576, 175.664
8640, 164.541
8704, 157.831
8768, 157.204
8832, 158.138
8896, 165.921
8960, 164.493
9024, 157.191
9088, 156.254
9152, 157.014
9216, 160.25
9280, 152.2
9344, 158.384
9408, 155.156
9472, 154.277
9536, 156.342
9600, 155.693
9664, 149.702
9728, 152.711
9792, 153.536
9856, 146.61
9920, 150.697
9984, 151.333
10048, 148.439
10112, 152.152
10176, 146.491
10240, 145.787
10304, 149.621
10368, 146.142
10432, 144.871
10496, 148.524
10560, 144.994
10624, 148.518
10688, 140.03
10752, 142.125
10816, 147.225
10880, 143.165
10944, 148.567
